task,val
training_fold_0_neg_mean_squared_error,-0.03498695540885654
validation_fold_0_neg_mean_squared_error,-0.04102161583959456
training_fold_0_r2,0.6777645192349571
validation_fold_0_r2,0.5856154283138297
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_1_neg_mean_squared_error,-0.03235488520759684
validation_fold_1_neg_mean_squared_error,-0.04132967974543658
training_fold_1_r2,0.6967796893760825
validation_fold_1_r2,0.6119204376496689
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_2_neg_mean_squared_error,-0.03770908155815829
validation_fold_2_neg_mean_squared_error,-0.04761958845065139
training_fold_2_r2,0.6335787037977947
validation_fold_2_r2,0.6084906732640476
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_3_neg_mean_squared_error,-0.04043558829860007
validation_fold_3_neg_mean_squared_error,-0.04624825537478021
training_fold_3_r2,0.6248351476768106
validation_fold_3_r2,0.5474334987436797
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_4_neg_mean_squared_error,-0.033960280407744875
validation_fold_4_neg_mean_squared_error,-0.043127853058326455
training_fold_4_r2,0.6836171430531058
validation_fold_4_r2,0.5851198994641724
n_filter,20.0
n_layer,3.0
n_epoch,400.0
cross_validation_pearson_corr,0.7691956975042746
test_set_pearson_corr,0.8151561000175771
