task,val
training_fold_0_neg_mean_squared_error,-0.12395725459832771
validation_fold_0_neg_mean_squared_error,-0.13612235832603922
training_fold_0_r2,0.5001245020114171
validation_fold_0_r2,0.4271439714166224
n_filter,20.0
n_layer,3.0
n_epoch,200.0
training_fold_1_neg_mean_squared_error,-0.13731228285196956
validation_fold_1_neg_mean_squared_error,-0.14834450893358034
training_fold_1_r2,0.44023389923814293
validation_fold_1_r2,0.40258717343745154
n_filter,20.0
n_layer,3.0
n_epoch,200.0
training_fold_2_neg_mean_squared_error,-0.12867383192078954
validation_fold_2_neg_mean_squared_error,-0.14569814548896887
training_fold_2_r2,0.4701964277844718
validation_fold_2_r2,0.4351354247691025
n_filter,20.0
n_layer,3.0
n_epoch,200.0
training_fold_3_neg_mean_squared_error,-0.12544651011057475
validation_fold_3_neg_mean_squared_error,-0.14390792621789103
training_fold_3_r2,0.49040992453864307
validation_fold_3_r2,0.41226189330813556
n_filter,20.0
n_layer,3.0
n_epoch,200.0
training_fold_4_neg_mean_squared_error,-0.13704719045324296
validation_fold_4_neg_mean_squared_error,-0.1567891827719091
training_fold_4_r2,0.4456185136144857
validation_fold_4_r2,0.34860048997405013
n_filter,20.0
n_layer,3.0
n_epoch,200.0
cross_validation_pearson_corr,0.639600613531907
test_set_pearson_corr,0.6799032495080467
