name,cross_validation_pearson_corr,test_set_pearson_corr
BHLHE40/Mus_musculus|M00251_1.94d|Badis09|Bhlhb2_1274.3=v2,0.7451570952404395,0.7827164724139747
BHLHE40/Mus_musculus|M00252_1.94d|Zoo_01|2878,0.8346365761063146,0.8701574654009504
BHLHE40/Mus_musculus|M00253_1.94d|Zoo_01|1308,0.7536858646162291,0.7892722942206171
