task,val
training_fold_0_neg_mean_squared_error,-0.08567984274948658
validation_fold_0_neg_mean_squared_error,-0.10301670044865766
training_fold_0_r2,0.9091391534169732
validation_fold_0_r2,0.8875802229750169
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_1_neg_mean_squared_error,-0.08267598232054993
validation_fold_1_neg_mean_squared_error,-0.1094251609914332
training_fold_1_r2,0.911628813884154
validation_fold_1_r2,0.8843475444738641
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_2_neg_mean_squared_error,-0.08853404105871575
validation_fold_2_neg_mean_squared_error,-0.10510155751718389
training_fold_2_r2,0.90496207466752
validation_fold_2_r2,0.8907453833613005
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_3_neg_mean_squared_error,-0.08745068890689647
validation_fold_3_neg_mean_squared_error,-0.10663836833624493
training_fold_3_r2,0.9065073178328027
validation_fold_3_r2,0.8873752257575725
n_filter,20.0
n_layer,3.0
n_epoch,400.0
training_fold_4_neg_mean_squared_error,-0.0789586112586563
validation_fold_4_neg_mean_squared_error,-0.10055784584613915
training_fold_4_r2,0.9162585335901268
validation_fold_4_r2,0.8903172403851933
n_filter,20.0
n_layer,3.0
n_epoch,400.0
cross_validation_pearson_corr,0.9424647931353877
test_set_pearson_corr,0.9524076761129359
